1 89.0666666666666 442.737862414552
2 101.577777777778 407.254795234913
3 114.088888888889 372.12626313339
4 126.6 337.703258790794
5 139.111111111111 304.329725487782
6 151.622222222222 272.339120537295
7 164.133333333333 242.05108348931
8 176.644444444444 213.768242398118
9 189.155555555556 187.773190062835
10 201.666666666667 164.325660453576
11 214.177777777778 143.659933535473
12 226.688888888889 125.98249442071
13 239.2 111.469970237538
14 251.711111111111 100.267365330392
15 264.222222222222 92.4866124244162
16 276.733333333333 88.2054542306712
17 289.244444444444 87.4666666666667
18 301.755555555556 90.2776314535313
19 314.266666666667 96.6102623602961
20 326.777777777778 106.40128583223
21 339.288888888889 119.552873199284
22 351.8 135.933618147823
23 364.311111111111 155.379849689076
24 376.822222222222 177.697267505551
25 389.333333333333 202.662883335585
26 401.844444444444 230.027248998338
27 414.355555555556 259.516948797566
28 426.866666666667 290.837331400873
29 439.377777777778 323.675453898429
30 451.888888888889 357.703208625079
31 464.4 392.580601503673
32 476.911111111111 427.959149153503
33 489.422222222222 463.485360821044
34 501.933333333333 498.804270342718
35 514.444444444444 533.562982849465
36 526.955555555556 567.414200775619
37 539.466666666667 600.019693941388
38 551.977777777778 631.053679037002
39 564.488888888889 660.206074741857
40 577 687.185599954571
41 589.511111111111 711.722684177464
42 602.022222222222 733.572160975863
43 614.533333333333 752.515717600074
44 627.044444444444 768.364076294217
45 639.555555555556 780.958885496989
46 652.066666666667 790.174302038128
47 664.577777777778 795.918248521765
48 677.088888888889 798.133333333333
49 689.6 796.797424077605
50 702.111111111111 791.923868718269
51 714.622222222222 783.561362209495
52 727.133333333333 771.79345995204
53 739.644444444445 756.737742935309
54 752.155555555556 738.544642906975
55 764.666666666667 717.395939308683
56 777.177777777778 693.502942995954
57 789.688888888889 667.10438488997
58 802.2 638.464030657124
59 814.711111111111 607.868045249667
60 827.222222222222 575.622133640104
61 839.733333333333 542.048486318154
